,Unnamed: 0,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,Preferred Foot,Best Pos,Best Role,Value,Wage,CA,PA,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc
78,78,Yaya Toure,"DM, M/AM (C)",Unknown,French Reserves Group 3,France (Reserves Group 3),CIV,188,90,36,Right,M (C),DLP,0,0,118,175,6,16,1,16,12,8,15,8,2,1,1,11,16,17,8,3,13,11,10,8,15,14,1,11,14,2,15,13,14,14,3,14,12,15,11,10,11,17,3,2,12,15,15,7,11,4,7
79,79,Ãngel Di MarÃ­a,"M (LC), AM (RLC)",Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),ARG,180,75,31,Left,AM (R),IW,41500000,220000,163,174,14,16,3,17,12,8,11,14,2,2,1,8,14,17,15,3,15,14,5,5,17,10,3,10,6,1,15,16,16,14,1,15,14,14,16,16,13,16,1,1,12,12,15,17,11,3,16
80,80,Daniel Alves,D/WB/M (R),SÃ£o Paulo,Brazilian National First Division,Brazil (First Division),BRA,170,68,36,Right,D (R),CWB,1200000,56000,155,174,16,15,1,16,15,14,10,14,1,1,2,10,14,16,14,3,17,18,12,12,14,15,1,7,10,1,13,15,16,12,1,14,20,15,17,13,12,16,2,1,17,12,15,12,17,2,14
81,81,David Alaba,"D (LC), WB (L), M (C)",FC Bayern,Bundesliga,Germany (Bundesliga),AUT,178,72,27,Left,D (L),FB,66000000,165000,168,174,17,13,3,15,18,12,11,18,3,1,2,10,15,14,16,2,14,19,10,13,14,12,2,11,8,1,15,11,13,10,2,12,17,15,13,12,16,15,1,1,13,14,16,14,13,1,16
82,82,Edinson Cavani,ST (C),Man Utd,English Premier Division,England (Premier Division),URU,184,71,32,Right,ST (C),P,51000000,325000,159,174,16,10,3,13,14,8,14,17,3,1,1,12,17,11,14,1,17,17,8,5,13,13,1,14,18,2,10,14,13,17,2,13,16,12,11,5,16,17,1,3,18,15,17,14,14,3,14
83,83,Giorgio Chiellini,D (C),Juventus,Italian Serie A,Italy (Serie A),ITA,187,85,34,Left Only,D (C),CD,5750000,105000,168,174,16,8,1,8,18,19,18,15,4,3,3,18,3,12,14,3,10,9,18,19,10,18,2,15,16,3,3,8,8,5,2,5,19,16,9,4,17,16,3,3,20,16,17,10,16,1,10
84,84,Juan Mata,AM (RC),Man Utd,English Premier Division,England (Premier Division),ESP,171,65,31,Left,AM (C),AP,11750000,135000,135,174,12,17,1,19,16,4,8,11,1,2,3,3,15,17,9,1,16,13,2,3,10,11,4,6,4,3,16,15,19,14,3,13,15,15,14,14,12,15,2,1,9,13,17,14,11,3,10
85,85,Mauro Icardi,ST (C),Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),ARG,181,75,26,Right,ST (C),P,64000000,170000,161,174,12,10,3,14,11,5,13,14,3,2,2,6,18,13,14,2,20,14,5,2,12,13,3,12,18,3,4,14,15,18,2,12,14,14,7,4,13,17,3,3,12,16,18,15,8,1,14
86,86,Sergio Ramos,D (C),R. Madrid,Spanish First Division,Spain (First Division),ESP,184,83,33,Right,D (C),BPD,24000000,475000,172,174,16,13,1,14,14,18,16,17,2,1,1,13,16,16,15,2,12,15,16,12,14,19,1,16,20,4,15,15,14,13,1,13,20,11,11,9,10,13,3,3,17,15,17,15,18,1,13
87,87,Thiago Silva,D (C),Chelsea,English Premier Division,England (Premier Division),BRA,183,79,34,Right,D (C),BPD,0,350000,161,174,14,12,3,13,15,16,15,14,1,1,3,17,14,13,12,2,10,14,17,7,7,15,2,13,17,2,8,8,14,7,2,10,15,16,5,4,17,15,2,1,15,16,17,13,17,3,12
88,88,Arthur,"DM, M/AM (C)",Juventus,Italian Serie A,Italy (Serie A),BRA,172,67,22,Right,M (C),DLP,59000000,155000,157,173,15,16,3,16,15,12,10,12,2,3,2,13,14,18,13,3,14,12,10,10,10,11,1,8,7,1,13,14,16,10,2,15,16,15,12,12,15,14,2,1,12,16,17,14,10,3,14
89,89,Aymeric Laporte,D (C),Man City,English Premier Division,England (Premier Division),FRA,191,86,25,Left,D (C),BPD,57000000,120000,170,173,14,16,3,15,13,16,14,14,2,1,2,16,11,16,14,3,14,13,16,8,11,13,1,16,16,2,10,12,14,8,1,13,14,16,11,8,17,16,2,3,15,14,16,13,14,3,14
90,90,Eduardo Camavinga,"DM, M (C)",Rennes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,182,68,16,Left,M (C),DLP,24500000,17750,136,173,14,13,1,15,12,15,12,14,3,2,2,15,7,14,13,1,11,14,14,4,7,11,2,11,9,2,6,12,14,8,1,12,15,14,8,6,13,13,3,2,13,13,15,14,12,2,14
91,91,Hamed Junior Traore,M/AM (C),Sassuolo,Italian Serie A,Italy (Serie A),CIV,184,78,19,Right,AM (C),AP,8750000,15250,135,173,15,14,1,14,13,12,12,12,1,2,2,11,10,14,13,2,15,15,10,4,11,8,3,12,10,1,10,12,13,11,2,14,14,13,11,10,12,11,2,1,13,14,12,14,13,3,13
92,92,Jean-Clair Todibo,"D (C), DM",OGC Nice,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,190,81,19,Right,D (C),BPD,8500000,20500,134,173,10,12,1,13,13,16,15,12,1,3,2,11,6,14,17,1,7,13,14,7,9,8,2,16,12,2,6,9,12,7,2,11,13,13,7,4,10,15,2,1,14,12,12,14,13,2,13
93,93,Joshua Kimmich,"D/WB (R), DM, M (C)",FC Bayern,Bundesliga,Germany (Bundesliga),GER,176,70,24,Right,D (R),WB,48500000,130000,171,173,17,16,1,15,18,14,13,18,1,2,3,14,12,16,11,2,14,18,14,10,11,13,1,10,10,1,8,9,14,11,1,11,17,17,15,13,14,15,4,1,14,13,17,15,12,2,13
94,94,Jude Bellingham,M/AM (RLC),Borussia Dortmund,Bundesliga,Germany (Bundesliga),ENG,181,60,15,Right,M (C),MEZ,7000000,58000,129,173,14,14,2,13,11,10,9,13,1,2,3,8,8,13,14,3,12,14,8,6,11,10,1,10,10,2,8,13,13,12,3,14,14,12,11,10,12,13,2,1,12,13,12,14,10,4,14
95,95,Leon Goretzka,"DM, M/AM (C)",FC Bayern,Bundesliga,Germany (Bundesliga),GER,189,79,24,Right,M (C),BBM,28500000,135000,150,173,18,13,1,15,16,12,13,18,3,2,2,10,12,14,16,1,16,14,10,9,12,14,1,14,14,3,13,10,13,12,3,11,17,13,11,10,12,16,1,3,15,15,13,11,17,2,11
96,96,Leonardo Bonucci,D (C),Juventus,Italian Serie A,Italy (Serie A),ITA,190,86,32,Right,D (C),BPD,32000000,170000,167,173,14,17,1,13,16,12,15,16,2,2,2,19,13,17,14,1,7,15,14,7,12,18,1,16,15,1,12,10,14,10,3,11,18,13,9,4,15,15,3,3,17,16,19,13,11,2,12
97,97,Rhian Brewster,"AM (RL), ST (C)",Sheff Utd,English Premier Division,England (Premier Division),ENG,180,73,19,Right Only,ST (C),AF,14250000,55000,125,173,10,13,4,15,8,8,9,13,2,1,1,12,13,11,14,3,14,12,7,4,13,5,2,10,8,2,14,16,12,16,1,13,16,13,10,7,11,13,2,3,15,15,14,13,15,2,14
98,98,Rodrigo Bentancur,"DM, M (C)",Juventus,Italian Serie A,Italy (Serie A),URU,187,78,21,Right,M (C),DLP,31500000,77000,156,173,17,14,3,15,16,14,14,15,2,1,2,13,8,15,14,1,13,14,13,7,13,11,1,13,12,2,12,11,15,12,2,13,15,14,12,10,14,15,3,2,16,14,15,15,14,2,12
99,99,Romelu Lukaku,ST (C),Inter,Italian Serie A,Italy (Serie A),BEL,191,94,26,Left,ST (C),PF,56000000,190000,172,173,18,10,4,14,19,9,20,16,1,2,2,6,18,12,18,2,15,18,5,3,14,16,1,16,16,4,11,13,14,17,2,14,18,15,9,3,14,15,3,2,16,20,16,11,16,3,15
100,100,Sergej Milinkovic-Savic,M/AM (C),Lazio,Italian Serie A,Italy (Serie A),SRB,191,82,24,Right,M (C),BBM,56000000,77000,165,173,15,15,2,16,16,13,18,17,2,2,1,12,14,15,13,1,18,20,8,4,15,12,4,17,18,1,13,18,15,15,3,15,16,14,10,5,11,14,1,1,19,18,16,13,14,2,14
101,101,Thiago,"DM, M/AM (C)",Liverpool,English Premier Division,England (Premier Division),ESP,174,70,28,Right,M (C),AP,69000000,200000,167,173,15,19,3,19,10,14,9,15,1,2,2,14,13,17,10,2,13,11,10,5,14,8,1,7,12,3,13,18,19,13,3,17,11,13,14,15,10,18,2,2,8,12,18,17,13,3,14
102,102,Douglas Costa,"M (RL), AM (RLC)",FC Bayern,Bundesliga,Germany (Bundesliga),BRA,172,70,28,Left,AM (L),W,57000000,185000,164,172,11,14,1,18,7,5,11,14,1,1,1,4,11,15,17,1,13,10,3,4,15,5,1,6,4,1,13,17,17,11,1,18,14,13,16,12,9,12,1,1,9,15,14,17,14,1,18
103,103,Emmanuel Adebayor,ST (C),Olimpia,Paraguayan First Division,Paraguay (First Division),TOG,190,75,35,Right,ST (C),DLF,62000,3600,120,172,7,13,3,13,15,2,13,5,3,3,1,10,16,14,12,1,15,14,8,5,5,14,3,16,16,2,3,13,14,14,3,13,15,14,6,3,13,15,3,2,10,16,12,11,14,1,11
104,104,Florentino LuÃ­s,"DM, M (C)",AS Monaco,Ligue 1 Conforama,France (Ligue 1 Conforama),POR,184,73,19,Right,M (C),CM,9250000,5000,135,172,15,11,2,12,17,16,11,15,2,3,3,16,10,11,12,1,10,17,13,5,9,10,1,10,11,3,5,8,14,8,3,11,16,14,8,4,16,15,2,3,15,14,16,14,14,1,12
105,105,James RodrÃ­guez,M/AM (RLC),Everton,English Premier Division,England (Premier Division),COL,180,75,27,Left,AM (C),AM,51000000,100000,157,172,10,19,1,18,12,7,10,13,1,1,1,9,14,15,11,3,13,12,6,8,17,10,1,9,12,2,16,18,19,16,1,14,13,16,17,17,13,18,1,1,12,14,16,14,10,2,12
106,106,Julian Brandt,M/AM (RLC),Borussia Dortmund,Bundesliga,Germany (Bundesliga),GER,186,82,23,Right,M (L),IW,40500000,115000,154,172,11,16,1,17,13,8,10,14,2,2,1,9,11,13,13,1,15,13,5,7,12,6,2,12,6,1,13,14,18,14,3,16,10,15,12,11,10,13,1,3,7,9,14,14,11,1,15
107,107,Marco Reus,"M (RL), AM (RLC)",Borussia Dortmund,Bundesliga,Germany (Bundesliga),GER,180,75,30,Right,M (L),IW,61000000,200000,167,172,14,14,3,13,13,9,8,15,3,2,1,10,15,12,16,2,18,14,6,7,14,12,2,8,6,2,16,15,14,17,2,14,15,16,13,15,14,12,1,3,7,9,15,15,14,2,18
108,108,Mason Greenwood,"AM (R), ST (C)",Man Utd,English Premier Division,England (Premier Division),ENG,185,75,17,Either,ST (C),AF,30000000,25000,140,172,14,10,3,15,12,3,12,12,1,3,2,3,10,12,17,1,15,15,2,1,14,4,2,10,7,1,14,16,14,16,3,14,17,12,8,5,12,15,1,3,11,14,13,14,13,3,16
109,109,NicolÃ² Barella,M (C),Inter,Italian Serie A,Italy (Serie A),ITA,172,68,22,Right,M (C),BBM,48000000,77000,163,172,19,14,3,14,18,17,14,16,3,1,4,14,14,15,14,2,15,16,11,4,14,12,1,9,10,1,14,11,16,11,1,14,19,14,11,12,17,15,3,1,17,16,14,14,19,3,14
110,110,Philippe Coutinho,M/AM (LC),Barcelona,Spanish First Division,Spain (First Division),BRA,172,71,27,Either,AM (C),AM,60000000,375000,165,172,14,18,2,19,12,7,8,13,1,1,2,7,13,15,11,2,16,13,5,4,17,9,1,7,10,3,16,18,18,14,4,18,13,15,14,13,12,16,3,2,10,12,14,17,10,4,14
111,111,RaphaÃ«l Varane,D (C),R. Madrid,Spanish First Division,Spain (First Division),FRA,191,82,26,Right,D (C),BPD,54000000,170000,165,172,15,11,1,14,14,17,15,15,3,2,3,17,10,14,16,2,10,16,17,10,9,10,4,17,16,4,8,11,13,6,1,11,12,13,9,5,15,13,3,2,13,11,16,13,11,2,16
112,112,Son Heung-Min,"M (R), AM (RL), ST (C)",Tottenham,English Premier Division,England (Premier Division),KOR,183,77,26,Either,AM (L),IW,66000000,95000,172,172,17,12,3,17,15,6,10,16,2,1,4,7,9,12,15,3,18,16,5,6,16,13,2,10,10,1,10,13,13,18,2,15,13,13,13,13,11,17,1,2,6,12,16,15,8,2,16
113,113,Mateo Kovacic,"DM, M/AM (C)",Chelsea,English Premier Division,England (Premier Division),CRO,178,78,25,Right,M (C),DLP,0,150000,164,172,15,16,2,17,15,12,14,15,1,1,1,12,12,17,14,2,13,12,12,7,13,11,3,9,10,1,12,16,17,12,1,17,17,16,14,13,11,14,2,2,14,16,15,15,14,1,14
114,114,Kalidou Koulibaly,D (C),Napoli,Italian Serie A,Italy (Serie A),SEN,187,89,28,Right,D (C),CD,55000000,185000,167,171,17,10,1,13,16,17,19,17,2,4,2,16,6,13,17,1,9,14,18,8,8,12,1,15,16,3,4,8,12,10,1,9,16,14,7,4,9,10,2,3,17,19,16,14,15,1,12
115,115,Mats Hummels,D (C),Borussia Dortmund,Bundesliga,Germany (Bundesliga),GER,191,92,30,Right,D (C),BPD,53000000,165000,166,171,11,14,1,15,16,17,16,13,2,1,1,18,11,15,11,3,6,15,16,8,9,13,1,16,15,3,8,9,14,10,1,12,14,17,9,5,15,19,3,3,14,15,18,10,7,1,9
116,116,Miralem Pjanic,"DM, M/AM (C)",Barcelona,Spanish First Division,Spain (First Division),BIH,178,72,29,Right,M (C),DLP,67000000,215000,167,171,13,17,3,16,17,12,12,13,1,3,1,16,14,18,12,2,11,14,11,8,14,7,2,8,8,2,18,14,17,12,3,14,13,16,16,15,14,15,2,1,11,13,18,15,10,1,14
117,117,Pipi,M/AM (C),R. Madrid,Spanish First Division,Spain (First Division),JPN,178,65,15,Right,M (C),AP,13000,55,84,171,13,11,2,16,13,8,6,6,2,2,1,7,6,15,12,1,6,10,5,5,9,3,2,7,2,1,7,16,15,9,1,16,8,13,7,7,4,11,2,3,8,9,9,12,5,3,13
118,118,RÃºben Dias,D (C),Man City,English Premier Division,England (Premier Division),POR,187,83,22,Right,D (C),BPD,42500000,175000,160,171,16,12,1,12,16,14,16,16,3,1,2,15,8,14,13,2,7,18,17,5,4,16,1,15,15,3,5,8,12,6,2,12,17,14,11,4,14,13,2,4,18,15,14,15,18,2,13
119,119,Samuel Chukwueze,"M (R), AM (RL)",Villarreal,Spanish First Division,Spain (First Division),NGA,172,70,20,Left Only,M (R),IW,10500000,17250,135,171,12,10,1,16,10,8,8,15,3,2,3,7,8,12,16,2,10,12,8,9,10,10,3,7,12,3,11,16,12,11,1,17,16,11,12,12,10,12,3,2,11,13,15,14,11,2,16
120,120,Sergio Busquets,"DM, M (C)",Barcelona,Spanish First Division,Spain (First Division),ESP,189,76,30,Right,DM,DLP,49500000,250000,165,171,16,16,2,16,19,15,13,15,1,1,2,17,11,17,11,1,10,13,15,8,9,11,2,14,11,3,8,9,16,9,3,12,16,18,11,8,18,18,1,4,13,10,19,12,12,3,10
121,121,Thiago Almada,"AM (RLC), ST (C)",Velez,Argentine Premier Division,Argentina (Premier Division),ARG,171,62,18,Right,AM (C),AP,2500000,3700,120,171,10,15,1,15,13,5,7,13,2,2,4,6,14,15,11,4,14,14,4,2,13,5,2,5,3,3,12,16,14,12,3,13,15,10,11,12,12,13,3,1,8,13,12,15,12,3,13
122,122,Ãder MilitÃ£o,"D (RC), WB (R), DM",R. Madrid,Spanish First Division,Spain (First Division),BRA,186,79,21,Right,D (R),WB,27000000,51000,150,170,14,11,3,12,13,15,13,14,2,3,3,13,13,12,15,1,11,18,15,12,11,12,3,14,13,1,14,10,12,8,2,12,14,13,10,9,13,13,1,1,15,15,16,15,15,2,15
123,123,Ãlvaro Morata,ST (C),Juventus,Italian Serie A,Italy (Serie A),ESP,189,85,26,Right,ST (C),CF,42500000,170000,155,170,15,11,2,15,12,10,12,14,3,2,3,9,14,14,17,3,14,13,7,9,14,12,1,14,18,1,11,14,16,13,2,14,15,12,10,5,12,13,2,2,14,10,14,15,15,1,15
124,124,Anthony Martial,"AM (L), ST (C)",Man Utd,English Premier Division,England (Premier Division),FRA,181,76,23,Right,AM (L),IF,37000000,180000,155,170,11,10,3,16,15,3,13,14,3,3,1,5,16,14,17,2,15,14,2,2,8,4,2,9,8,3,7,19,16,16,3,16,11,13,9,5,12,15,2,1,12,15,13,17,8,2,17
125,125,Axel Witsel,"DM, M (C)",Borussia Dortmund,Bundesliga,Germany (Bundesliga),BEL,186,81,30,Right,DM,DLP,35000000,125000,159,170,14,12,1,15,19,13,14,15,3,2,3,16,14,14,13,2,12,18,11,9,12,16,2,14,12,2,8,8,14,10,4,13,17,17,10,8,17,18,3,3,14,16,18,13,11,2,11
126,126,Bruno Fernandes,"M (C), AM (RC)",Man Utd,English Premier Division,England (Premier Division),POR,180,69,24,Right,AM (C),AM,57000000,100000,165,170,17,16,3,16,14,10,12,17,1,3,2,8,19,17,14,3,15,17,6,4,17,16,3,8,10,1,16,17,16,15,2,14,19,12,16,16,14,15,1,3,17,14,13,15,18,1,13
127,127,Casemiro,"DM, M (C)",R. Madrid,Spanish First Division,Spain (First Division),BRA,185,84,27,Right,M (C),BBM,52000000,200000,160,170,19,12,2,13,17,14,17,19,1,3,3,16,11,14,13,3,12,15,13,10,13,13,4,13,13,1,10,12,14,10,1,12,16,14,11,10,15,15,3,3,16,15,14,12,18,2,12
128,128,Gerard Pique,D (C),Barcelona,Spanish First Division,Spain (First Division),ESP,194,85,32,Right,D (C),BPD,31000000,205000,169,170,15,15,1,16,15,15,15,15,3,3,1,18,13,16,13,2,9,15,16,8,8,16,3,16,16,3,7,11,15,10,3,13,14,17,10,8,15,18,2,2,15,9,16,10,14,3,11
129,129,Goran Pandev,"AM (RC), ST (C)",Genoa,Italian Serie A,Italy (Serie A),MKD,184,74,35,Left,ST (C),DLF,400000,10750,128,170,8,13,3,17,16,6,12,9,2,2,1,11,13,14,11,1,16,13,7,4,12,14,1,9,11,3,14,16,17,13,1,13,15,16,14,14,14,16,4,3,15,14,14,10,10,2,8
130,130,Hugo Lloris,GK,Tottenham,English Premier Division,England (Premier Division),FRA,188,82,32,Left Only,GK,SK,31500000,100000,157,170,16,9,11,10,15,10,14,15,18,17,13,16,3,8,12,15,6,15,4,2,3,15,11,13,9,17,12,6,8,1,12,5,15,14,3,9,14,7,13,12,18,11,17,17,15,11,14
131,131,Jack Grealish,M/AM (RLC),Aston Villa,English Premier Division,England (Premier Division),ENG,178,64,23,Right,M (L),IW,55000000,60000,163,170,15,16,2,16,14,9,14,13,3,2,2,10,12,15,15,2,14,15,6,2,15,12,2,7,11,2,11,17,15,15,2,17,14,14,14,14,11,14,3,1,13,14,13,15,11,2,15
132,132,John Stones,D (C),Man City,English Premier Division,England (Premier Division),ENG,188,72,25,Right,D (C),BPD,37000000,100000,156,170,16,14,2,14,13,17,13,14,3,1,3,14,12,15,15,4,16,18,14,8,5,13,3,14,15,1,5,12,13,8,3,13,13,14,10,5,13,17,1,2,16,16,14,15,10,3,13
133,133,Lucas HernÃ¡ndez,D (LC),FC Bayern,Bundesliga,Germany (Bundesliga),FRA,182,76,23,Left,D (L),FB,29500000,225000,151,170,14,10,1,13,13,17,12,15,1,1,1,16,8,12,17,3,10,14,15,13,7,13,2,12,14,3,6,9,12,7,1,11,17,14,11,6,15,14,3,4,17,15,13,13,11,4,13
134,134,Luka Jovic,ST (C),Eintracht Frankfurt,Bundesliga,Germany (Bundesliga),SRB,181,79,21,Either,ST (C),P,45000000,165000,156,170,9,12,2,14,12,5,14,11,2,3,3,6,11,12,15,2,18,11,5,4,10,7,1,12,15,1,8,13,14,18,2,12,14,12,11,7,10,16,1,2,15,17,16,15,10,1,13
135,135,Marek Hamsik,M/AM (C),IFK GÃ¶teborg,Swedish Premier Division,Sweden (Premier Division),SVK,183,79,31,Either,M (C),AP,1500000,3500,150,170,9,14,2,16,15,11,12,12,2,2,1,13,14,15,13,3,17,16,9,8,14,16,2,11,15,2,12,15,16,14,3,12,15,14,12,14,10,15,1,3,14,13,14,13,11,2,13
136,136,Marquinhos,"D (C), DM",Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),BRA,183,75,25,Right,D (C),BPD,44500000,240000,161,170,15,12,3,14,18,15,14,15,1,1,1,16,8,15,15,3,8,14,16,7,10,13,2,13,16,1,4,10,14,8,3,10,17,15,11,4,17,16,3,1,15,16,17,13,14,1,14
137,137,Milan Skriniar,D (C),Inter,Italian Serie A,Italy (Serie A),SVK,187,83,24,Right,D (C),CD,32000000,92000,161,170,17,11,3,11,15,16,16,16,1,1,2,16,10,13,15,3,9,18,17,11,8,14,3,15,16,1,5,6,12,9,3,10,18,13,8,4,12,13,1,3,17,17,16,14,17,2,13
138,138,Pierre-Emerick Aubameyang,"AM (RL), ST (C)",Arsenal,English Premier Division,England (Premier Division),GAB,187,80,30,Right,ST (C),AF,65000000,180000,165,170,14,11,2,14,14,6,12,15,1,4,1,7,14,11,18,3,17,15,5,2,13,12,3,14,14,3,11,15,14,17,1,13,13,12,10,5,14,14,3,3,12,12,15,15,12,1,19
139,139,Radja Nainggolan,M/AM (C),Cagliari,Italian Serie A,Italy (Serie A),BEL,176,77,31,Right,M (C),MEZ,32500000,92000,156,170,17,14,2,14,14,15,16,13,3,3,2,13,10,14,14,2,16,12,13,3,17,15,2,9,11,1,8,13,15,13,3,12,19,14,11,5,12,13,2,3,20,18,14,14,18,3,15
140,140,RÃºben Neves,"DM, M (C)",Wolves,English Premier Division,England (Premier Division),POR,180,80,22,Right,DM,DLP,35000000,60000,150,170,12,17,2,16,15,13,11,13,3,2,1,14,15,17,11,2,11,14,11,7,16,13,3,11,9,1,16,11,14,9,3,12,13,15,13,14,15,15,2,2,11,14,15,13,13,2,11
141,141,Ricardo Quaresma,M/AM (RL),Vit. GuimarÃ£es,Portuguese Premier League,Portugal (Premier League),POR,175,75,35,Right,AM (R),W,725000,21500,125,170,8,16,1,18,7,2,12,7,2,2,3,5,13,16,12,1,9,17,2,7,13,5,3,6,7,3,13,18,17,8,1,17,14,13,20,17,13,12,2,1,9,14,10,14,12,3,12
142,142,Sandro Tonali,"DM, M (C)",Milan,Italian Serie A,Italy (Serie A),ITA,181,79,19,Right,DM,DLP,5750000,7750,134,170,16,13,3,14,14,13,13,13,1,1,3,14,8,14,13,2,9,14,12,6,13,14,4,11,11,2,14,13,14,8,2,14,18,12,11,14,13,14,2,3,13,15,13,11,16,2,13
143,143,Sebastiano Esposito,ST (C),Inter,Italian Serie A,Italy (Serie A),ITA,186,75,16,Right,ST (C),AF,4000000,220,118,170,13,10,3,12,11,4,11,12,2,2,1,4,14,11,14,2,13,16,3,2,13,6,2,14,12,2,14,12,13,13,3,12,16,13,8,12,11,14,1,2,11,12,13,14,10,2,13
144,144,Serge Gnabry,"M/AM (RL), ST (C)",FC Bayern,Bundesliga,Germany (Bundesliga),GER,173,73,23,Either,AM (L),IF,60000000,115000,165,170,13,13,2,14,10,5,13,13,3,1,1,6,10,13,17,3,16,14,5,8,14,5,2,8,9,2,11,15,14,15,2,16,11,12,12,10,12,14,1,3,14,17,14,14,13,3,17
145,145,Tanguy Ndombele,"DM, M (C)",Tottenham,English Premier Division,England (Premier Division),FRA,181,76,22,Right,M (C),DLP,29500000,120000,145,170,16,14,2,15,15,13,16,14,4,3,3,12,7,16,15,1,14,15,13,4,8,10,3,10,10,2,8,15,16,7,1,15,16,13,8,6,12,13,2,3,14,15,14,14,13,4,15
146,146,Thomas Basila,D (C),FC Nantes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,187,77,20,Right,D (C),BPD,1600000,5750,120,170,12,11,2,10,11,14,14,14,1,1,1,14,9,12,11,3,12,13,14,4,8,10,4,13,14,3,6,11,12,7,3,9,13,12,7,4,12,12,1,2,13,13,12,12,9,3,11
147,147,Toby Alderweireld,D (RC),Tottenham,English Premier Division,England (Premier Division),BEL,187,91,30,Either,D (C),BPD,36500000,150000,154,170,14,13,2,13,15,16,16,14,1,2,4,15,8,15,11,3,10,15,13,12,9,12,3,14,16,1,11,10,14,9,3,12,14,15,10,7,14,15,1,2,14,12,15,12,13,1,12
148,148,Youri Tielemans,M/AM (C),Leicester,English Premier Division,England (Premier Division),BEL,176,72,22,Right,M (C),DLP,42500000,120000,154,170,15,17,2,16,14,11,10,13,2,3,1,12,14,17,11,2,14,14,11,3,14,14,1,8,9,1,14,15,16,12,1,13,14,15,13,14,12,16,2,2,12,12,14,14,11,3,13
149,149,Alejandro Pozo,"D/WB (R), M/AM (RL)",Eibar,Spanish First Division,Spain (First Division),ESP,174,59,20,Right,AM (R),W,800000,15250,118,169,11,8,1,11,10,3,4,11,1,1,1,7,10,8,14,3,10,13,1,4,9,9,2,3,2,1,8,14,10,9,3,12,15,9,10,9,10,10,3,3,9,13,9,14,10,3,15
150,150,Alessandro Bastoni,D (C),Inter,Italian Serie A,Italy (Serie A),ITA,190,75,20,Left,D (C),BPD,22500000,9250,151,169,14,12,2,13,16,14,15,15,1,3,3,14,8,14,14,1,11,15,15,8,5,12,2,16,15,1,7,11,13,8,3,11,15,15,8,6,13,15,1,1,14,15,14,14,14,1,13
151,151,Alex Meret,GK,Napoli,Italian Serie A,Italy (Serie A),ITA,190,80,22,Left Only,GK,SK,16750000,30500,148,169,14,6,11,8,14,1,13,13,15,17,11,15,4,10,12,15,3,12,2,1,1,10,8,16,6,16,9,3,9,2,5,3,16,14,1,5,13,13,13,13,13,14,14,18,8,14,11
152,152,Burak Ä°nce,M/AM (C),AltÄ±nordu,Turkish 1. League,Turkey (1. League),TUR,178,63,15,Left,AM (C),EG,130000,400,90,169,9,14,1,16,11,6,4,8,1,3,2,6,13,14,9,2,8,10,4,3,13,4,2,5,4,2,15,14,14,9,1,13,10,11,14,11,8,12,4,1,5,7,7,13,7,1,10
153,153,Cristian Romero,D (C),Genoa,Italian Serie A,Italy (Serie A),ARG,185,79,21,Right,D (C),CD,7250000,27500,134,169,17,8,3,11,14,14,14,14,2,2,2,15,8,11,12,3,10,14,15,4,5,11,2,14,16,2,3,11,12,5,1,7,16,13,6,5,13,14,4,1,14,13,15,12,14,2,12
154,154,David De la VÃ­bora,D/WB/M (L),R. Madrid,Spanish First Division,Spain (First Division),ESP,168,55,16,Left,D (L),CWB,14000,300,71,169,9,9,1,9,8,9,1,10,2,1,1,9,3,9,14,1,6,15,6,5,5,6,1,4,7,2,4,6,13,4,3,9,18,14,8,7,6,9,2,1,8,8,7,14,7,3,14
155,155,Diego GodÃ­n,D (C),Inter,Italian Serie A,Italy (Serie A),URU,186,79,33,Right,D (C),CD,11750000,125000,155,169,18,8,1,10,15,16,14,13,4,2,1,15,10,12,12,1,9,14,17,9,7,16,3,15,18,2,5,6,10,10,2,10,16,16,6,4,16,16,2,3,18,15,17,9,14,2,10
156,156,Dominik Szoboszlai,"M (LC), AM (C)",RB Leipzig,Bundesliga,Germany (Bundesliga),HUN,185,77,18,Right,M (C),MEZ,11750000,46500,140,169,14,13,3,13,14,9,11,13,2,4,2,10,11,14,17,1,14,13,8,5,12,9,3,13,9,1,13,11,13,10,1,13,15,13,13,15,13,12,2,2,12,12,13,12,8,1,15
157,157,Filip Stevanovic,AM (LC),Partizan,Serbian SuperLeague,Serbia (SuperLeague),SRB,177,72,16,Either,AM (L),IW,7000000,120,124,169,12,13,1,13,12,8,8,11,4,3,2,8,11,13,14,2,13,13,7,6,13,10,3,8,8,1,9,14,11,12,1,13,14,13,12,11,12,13,3,2,12,11,11,13,12,3,13
